email_id,subject,body,insurance_type,intent,priority,policy_number,claim_number,action,decision_reason,response_email,human_note
insurance-email-115,Car repair approval needed,"Good evening, my garage says they are waiting for approval before repairing my car. Claim CLM-120884. Could you tell me if the repair has been authorized?",auto,claim_status,medium,,CLM-120884,reply_to_client,Claim record found and status is sufficient to answer the authorization question safely.,"Subject: Re: Car repair approval needed

Good evening,

I checked claim CLM-120884. The claim is currently open and waiting for additional documents from the submitter.

At this time, the repair has not been authorized. Please send the requested documents so the claim can continue to be reviewed.

Best regards,
Customer Service",
insurance-email-116,Travel cover for winter sports equipment,"Hello, I want to take ski equipment on my trip and I need to know if travel insurance covers damage or loss. Policy TRV-509118.",travel,policy_information,medium,TRV-509118,,reply_to_client,Policy record found for the provided travel policy number; the customer asks a general policy-information question and no claim decision is needed.,"Subject: Re: Travel cover for winter sports equipment

Hello,

Thanks for your email. I can confirm that your travel policy TRV-509118 is on record. 

For questions about whether ski equipment is covered for damage or loss, please refer to your policy wording and any travel or personal belongings section that applies to winter sports equipment. If you would like, I can also help explain the relevant policy wording if you share the section you are looking at.

Kind regards,
Customer Service",
insurance-email-117,Please resend renewal notice,"Dear support, I cannot find my home insurance renewal notice anymore. Policy HMO-101773. Could you resend it to me?",home,document_request,medium,HMO-101773,,reply_to_client,"Policy found and active; customer requests a resend of the renewal notice, which can be handled without sensitive or contested issues.","Dear Customer,

Thank you for your message. We found your active home insurance policy HMO-101773.

We can help resend your renewal notice. Please reply and let us know the preferred delivery method, and we will arrange the notice to be sent again.

Kind regards,
Support Team",
insurance-email-118,Auto claim from last night,"Hi, another driver hit my parked car last night and drove off. I need to open a claim. Policy AUT-449102. I have the time and place written down.",auto,claim_opening,high,AUT-449102,,reply_to_client,"Policy record found and the email asks to open a claim, but no claim details are needed to provide a safe next-step response. The policy is expired, so the response should direct the customer to renew before reactivation without making claim decisions.","Subject: Re: Auto claim from last night

Hello,

Thank you for contacting us. We found your auto policy ending in AUT-449102, and it is currently expired and would need to be renewed to reactivate coverage.

If you would like to move forward, please contact us with the date, time, and location of the incident, along with any available details about the other driver or witnesses. Once your coverage status is addressed, we can help you with the next steps for your claim.

Sincerely,
Claims Support",
insurance-email-119,Question about pre-existing condition,"Hello, I have a medical condition and I am unsure if it affects my travel insurance cover. Policy TRV-670014. Please advise.",travel,policy_information,medium,TRV-670014,,escalate_to_human,"Policy found, but the request is about medical condition coverage and the record only shows payment verification pending; coverage guidance cannot be safely provided from the available information.",,"Please review policy TRV-670014 and advise the customer whether their pre-existing medical condition affects travel coverage. The record currently shows payment verification pending, so confirm whether any coverage guidance can be provided or whether additional verification is required."
insurance-email-120,Home policy transfer request,"Dear team, I am buying a new house and want to know if my current home policy can be transferred or if I need a new one. Policy HMO-285617.",home,policy_information,medium,HMO-285617,,reply_to_client,Policy found and contains enough information to answer the customer’s question at a high level without making internal promises.,"Dear Customer,

Thank you for your email regarding policy HMO-285617.

We found that your home policy is currently active, with a premium payment pending.

For questions about moving coverage to a new home, please contact us with the new property details so we can review whether a policy update or a new policy may be needed.

Kind regards,
Customer Service",
insurance-email-121,Need help with instalments,"Hi, I would like to split my auto premium into monthly instalments instead of paying all at once. Policy AUT-912340. Is there a fee for doing this?",auto,payment_information,medium,AUT-912340,,reply_to_client,Policy found and active; request is a general payment-information question that can be answered safely without additional claim details.,"Subject: Re: Need help with instalments

Hello,

Thanks for reaching out. Your auto policy is active.

If you would like to pay your premium in monthly instalments instead of as a single payment, please contact us and we can review the available payment options for your policy. Any applicable instalment fee, if charged, depends on the payment arrangement set for the policy.

If you would like, we can also help you with the next steps to set up monthly payments.

Kind regards,
Customer Service",
insurance-email-122,Travel claim and hotel receipt,"Good day, I submitted my claim for a cancelled flight and hotel stay, but I may have sent the wrong receipt. Claim CLM-555190. Can I replace it?",travel,document_submission,medium,,CLM-555190,reply_to_client,Claim record found and the request is a straightforward document-submission question; no sensitive decision needed.,"Subject: Re: Travel claim and hotel receipt

Good day,

Thank you for your message. Your claim CLM-555190 has been received and is queued for initial checks.

If you sent the wrong receipt, you may submit the corrected document for the claim. Please include your claim number on any replacement document so it can be matched to your file.

Kind regards,
Claims Team",
insurance-email-123,Home repair contractor question,"Hello, can I choose my own contractor for the repair on my home claim, or do I have to use someone you assign? Claim HCL-640902.",home,claim_status,medium,,HCL-640902,escalate_to_human,"The customer is asking about repair contractor choice, which depends on claim handling rules not present in the retrieved claim record. The claim was found, but the available information is insufficient to answer safely and completely.",,Customer asks whether they may choose their own contractor for home claim HCL-640902. Claim record only confirms the claim was received and logged; please verify applicable claim/repair assignment rules and respond with the correct contractor guidance.
insurance-email-124,Auto insurance proof for employer,"Dear insurance team, my employer wants proof that my car is insured for business parking. Policy AUT-305661. Can you send a confirmation letter?",auto,document_request,medium,AUT-305661,,reply_to_client,Policy found and active; request is a straightforward document/confirmation request with sufficient information.,"Dear Customer,

Thank you for your message. I can confirm that policy AUT-305661 is currently active with standard terms.

If you need a formal confirmation letter for your employer regarding business parking, please let us know the preferred recipient name or any specific wording required, and we will help prepare it.

Kind regards,
Insurance Team",
insurance-email-125,Travel policy activated?,"Hi, I paid for travel insurance this morning but I am not sure if it is active yet. Reference TRV-847260. I leave tonight, so I need to know.",travel,policy_information,urgent,TRV-847260,,reply_to_client,"Policy record found and clearly shows the travel policy is active, so a safe direct reply is possible.","Subject: Re: Travel policy activated?

Hi,

Thanks for your message. I’ve checked the policy reference TRV-847260, and your travel insurance is active.

If you need anything else before you leave tonight, please let us know.

Best regards,
Customer Service",
insurance-email-126,Home claim after burglary,"Hello, my back door was forced open and some jewelry is missing. I want to report a claim under my home policy. HMO-712408. What details do you need?",home,claim_opening,high,HMO-712408,,reply_to_client,"Policy found and active; customer is asking for claim-opening guidance, which can be answered without claim adjudication.","Subject: Re: Home claim after burglary

Hello,

Thank you for contacting us. We’re sorry to hear about the burglary at your property.

Your home policy is active. To help open your claim, please reply with the following details:
- Date and approximate time the burglary was discovered
- Date and approximate time the loss occurred, if known
- A brief description of what happened, including the back door damage and any missing items
- A list of the missing jewelry and any other property believed to be taken
- Whether a police report has been filed, and the report number if available
- Photos of the damage to the back door, if you have them
- Your preferred contact number and best time to reach you

If there is any immediate safety concern, please contact the police or emergency services first.

Kind regards,
Claims Team",
insurance-email-127,Change address after move,"Dear team, I moved and need to update the address on my auto policy too because the parking location changed. Policy AUT-110889. Please tell me the process.",auto,policy_change,medium,AUT-110889,,reply_to_client,Policy found and active; customer is asking for process guidance rather than a disputed or sensitive decision.,"Dear Customer,

Thank you for your email. We can help with updating your auto policy details after a move.

For an address update and parking location change, please reply with the new address and the new regular parking location for the insured vehicle. Once we have that information, we can advise on the next steps to update your policy records.

If you have any supporting documentation for the move, please include it as well.

Kind regards,
Customer Service",
insurance-email-128,Travel claim refund status,"Hi, you approved my travel claim a while ago and I still have not received the payment. Claim TRC-204771. Could you check the payout status?",travel,claim_status,high,,TRC-204771,escalate_to_human,"Claim record found, but the customer is asking about payout status while the available record only confirms the claim was received and queued; no safe payout update can be provided.",,Please verify claim TRC-204771 payout/disbursement status and whether any payment has been issued. Current record only shows the claim was received and entered into the queue.
insurance-email-129,Need a policy summary,"Hello, could you send me a summary of my home cover? I only need a simple overview of what is included. Policy HMO-556712.",home,policy_information,medium,HMO-556712,,reply_to_client,Policy record found and the request is for a simple policy summary; no sensitive or contested issue identified.,"Subject: Re: Need a policy summary

Hello,

Thank you for your email. I can confirm that home cover is active under policy HMO-556712.

Summary:
- Insurance type: Home
- Status: Active
- Coverage detail available on file: Active home cover is on file.

If you would like a fuller copy of your policy wording, please let us know and we can help with that.

Kind regards,
Customer Service",
insurance-email-130,Car insurance question after sale,"Hi, I sold my car yesterday and I am not sure what happens to the insurance now. Policy AUT-776401. Do I cancel it or can I move it to a new car?",auto,policy_change,medium,AUT-776401,,reply_to_client,Policy record found and the question can be answered safely from the record status.,"Subject: Re: Car insurance question after sale

Hello,

Thank you for reaching out. I checked policy AUT-776401, and it is already cancelled and closed administratively.

Because the policy is no longer active, it cannot be moved to a new car under this policy. If you need insurance for a replacement vehicle, you will need to arrange a new policy or contact your agent to discuss your options.

If you have any questions about your coverage ending date or next steps, please let us know.

Kind regards,
Insurance Support",
insurance-email-131,Claim not visible online,"Good morning, I lodged a claim for roof damage after heavy wind but it does not appear in my account. Claim CLM-330144. Can you check?",home,claim_status,medium,,CLM-330144,reply_to_client,Claim record found and status can be shared safely.,"Good morning,

Thank you for reaching out. I checked claim CLM-330144, and it is currently under review pending confirmation of loss details.

If you have any additional information or documents about the roof damage and the heavy wind event, please send them through your usual claims channel so they can be added to the file.

Kind regards,",
insurance-email-132,Travel insurance for family visit,"Dear support, I am travelling to visit family and want to know if my travel policy covers a trip with multiple stops. Policy TRV-218900. Thanks.",travel,policy_information,medium,TRV-218900,,reply_to_client,"Policy record found and the request is a general policy-information question. The record indicates the policy is cancelled, so the response should avoid coverage assurances and direct the customer to confirm eligibility with support.","Subject: Re: Travel insurance for family visit

Dear Customer,

Thank you for your email.

We found your travel policy record (TRV-218900). The policy is currently marked as cancelled, so we’re not able to confirm coverage for your planned trip or any trip with multiple stops based on the active policy record.

If you would like, please contact us with any updated policy details or to discuss your options for travel coverage.

Kind regards,
Support Team",
insurance-email-133,Need to update marital status,"Hello, my marital status changed and I want to know if I should update my home insurance records. Policy HMO-450918. Please advise.",home,policy_change,medium,HMO-450918,,reply_to_client,"Policy record found and sufficient to answer generally; the policy is expired and not currently in force, so advise the customer to contact support to update records if needed.","Hello,

Thank you for your email. We found your home insurance policy, and it is currently expired and not in force.

If you would like to update your marital status on our records, please contact us with your current policy details so we can advise on the correct next step.

Best regards,
Customer Service",
insurance-email-134,Auto claim for broken taillight,"Hi, my taillight was smashed while the car was parked outside my building. I want to open a claim. Policy AUT-633118. There was no note left.",auto,claim_opening,high,AUT-633118,,reply_to_client,"Policy was found and the email requests claim opening; the available record shows the policy is expired, so I can safely inform the client they should contact support for next steps without making claim decisions.","Subject: Re: Auto claim for broken taillight

Hello,

Thank you for reaching out. I’m sorry to hear about the damage to your taillight.

I was able to locate your auto policy, and it is currently expired and no longer in force. Because of that, I’m not able to help open a claim from here.

Please contact us as soon as possible so a representative can review your situation and advise on next steps.

Best regards,
Insurance Support",
insurance-email-135,Travel certificate for embassy,"Dear team, the embassy requested a travel insurance certificate for my visa file. Policy TRV-990624. Please send it if you can.",travel,document_request,medium,TRV-990624,,reply_to_client,"Policy found and the request is a standard document request. The policy status shows payment pending for continuation, which can be stated without making promises or decisions.","Dear Customer,

Thank you for your message. We can help with a travel insurance certificate for your visa file.

Your policy TRV-990624 is currently showing as payment pending for policy continuation. Please complete any outstanding payment requirements first, and then we can proceed with the certificate request.

If you would like, you may reply once the payment is completed and we will assist further.

Kind regards,
Customer Service",
insurance-email-136,"Home policy question, not sure","Hello, I heard that leaving windows open can affect home insurance. Is that true for my policy? HMO-808553. I am not certain.",home,policy_information,medium,HMO-808553,,escalate_to_human,"Policy number was provided but the policy record was not found, so the question cannot be answered safely from internal records.",,Customer is asking whether open windows affect their home policy. Policy HMO-808553 was not found in the system. Please verify the policy number and advise the customer accordingly.
insurance-email-137,Claim update after repair quote,"Hi, I uploaded a repair quote for claim CLM-778230 but the portal still says waiting. Can someone confirm if it was received?",auto,claim_status,medium,,CLM-778230,escalate_to_human,"The claim record was found, but the customer is asking about receipt of an uploaded repair quote while the available claim data only shows payment processing status. We cannot safely confirm document receipt from this record.",,"Please verify whether the repair quote for claim CLM-778230 was received in the portal and update the customer accordingly. Current claim status shows payment processing has begun, but it does not confirm document receipt."
insurance-email-138,Auto direct debit failed again,"Dear support, my auto policy payment failed again even though I changed my card last month. Policy AUT-500117. Please help before I get a late fee.",auto,payment_information,high,AUT-500117,,reply_to_client,"Policy record found and active; the customer is asking for general payment help, which can be addressed without sensitive claim handling.","Dear Customer,

Thank you for reaching out. I’m sorry to hear your automatic payment failed again.

I can confirm that policy AUT-500117 is currently active. For payment issues, please review the payment method on file and contact your billing provider or update the card details through your account if needed. If the payment has already been updated and the issue continues, please contact support so the payment setup can be reviewed.

If you are concerned about a possible late fee, please reach out as soon as possible so the issue can be addressed promptly.

Sincerely,
Customer Support",
insurance-email-139,Travel insurance change due to date shift,"Hello, my trip dates have shifted slightly and I want to adjust the travel policy to match. Policy TRV-413089. Let me know if that is possible.",travel,policy_change,medium,TRV-413089,,reply_to_client,"Policy was found and is active; the customer is asking a general question about changing travel dates, which can be answered safely without making policy changes.","Subject: Re: Travel insurance change due to date shift

Hello,

Thank you for your message. Your travel policy TRV-413089 is active.

If your trip dates have changed, it may be possible to update the policy to match the revised travel dates, subject to the policy terms and any eligibility requirements. Please reply with the new trip dates and any other updated travel details, and we can let you know the next steps.

Kind regards,
Customer Service",
insurance-email-140,Need copy of home claim decision,"Good evening, could you send me the decision letter for my home claim? Claim number HCL-905744. I need the paperwork for my landlord.",home,document_request,medium,,HCL-905744,reply_to_client,"Claim record found and the request is a straightforward document request; no sensitive decision outcome is needed to answer safely. The claim is still pending additional documents, so the response should provide the current status and direct the client to the appropriate next step without inventing a decision letter.","Subject: Re: Need copy of home claim decision

Good evening,

We located your home claim, HCL-905744. The claim is currently waiting for additional estimate documents before the review can continue.

At this stage, there is not yet a final decision letter available to provide. Once the required documents are received and the review is completed, any available correspondence will be issued through the usual process.

If you have the requested estimate documents ready, please submit them as soon as possible so the claim can move forward.

Kind regards,
Claims Team",
insurance-email-141,Auto policy and learner driver,"Hi, my teenage son has started learning to drive and I want to know if he can be covered on my auto policy. Policy AUT-228470. He only drives with supervision.",auto,policy_information,medium,AUT-228470,,escalate_to_human,"Policy found but it is expired/lapsed, and the customer asks for coverage guidance that may depend on current policy terms not available here.",,"Please review policy AUT-228470. The record shows the policy lapsed before this contact. Advise whether any learner-driver coverage guidance can be provided for the current or most recent policy terms, and whether the customer needs to be directed to renew/reactivate coverage."
insurance-email-142,Travel claim for missed baggage connection,"Hello, my luggage missed the connection and arrived two days late. I filed a travel claim but I don't know what expenses are acceptable. Policy TRV-642118.",travel,claim_status,medium,TRV-642118,,escalate_to_human,"Policy record found but it is cancelled before the trip date; the customer is asking about claim coverage/acceptable expenses, which requires careful human review and claim-specific guidance not available here.",,Customer asks what expenses are acceptable for a travel baggage-delay claim under policy TRV-642118. Policy is cancelled before the trip date. Please verify whether any claim can be handled under this cancelled policy and provide appropriate coverage guidance if applicable.
insurance-email-143,Home insurance when renovating,"Dear team, we are planning some renovation work in the house and I want to check if I need to tell you. Policy HMO-937205. The work starts next month.",home,policy_information,medium,HMO-937205,,reply_to_client,Policy found and active; the customer asks a general policy-information question that can be answered safely without additional internal detail.,"Dear Customer,

Thank you for your email. I can confirm that policy HMO-937205 is active and valid.

For renovation work, it is usually important to let us know before the work starts, especially if it involves structural changes, extensions, or major alterations. Please contact us with the details of the planned work so we can advise you on any next steps.

Kind regards,
Customer Care",
insurance-email-144,Need duplicate payment receipt,"Hi, can you send me a receipt for my last auto insurance payment? Policy AUT-114399. My records are incomplete.",auto,document_request,medium,AUT-114399,,escalate_to_human,"Policy number was provided, but the policy record was not found, so the receipt request cannot be completed safely.",,Customer requests a duplicate receipt for last auto insurance payment for policy AUT-114399. Policy lookup returned not found. Please verify the policy number and check whether the customer account can be located by other identifiers before responding.
insurance-email-145,Travel claim after medical appointment,"Good afternoon, I had to pay for an appointment while on holiday because I felt unwell. Can I claim this on my travel insurance? Policy TRV-771430. I have the invoice.",travel,claim_opening,medium,TRV-771430,,reply_to_client,Policy was found and is active; the email is a general claim-opening query that can be answered safely without making any decision on coverage or payment.,"Subject: Re: Travel claim after medical appointment

Good afternoon,

Thank you for your email. I can confirm that your travel policy is active.

If you would like to submit a claim for the medical appointment, please send us the invoice and any supporting documents relating to the treatment. Once received, the claim can be reviewed in line with the policy terms and conditions.

Kind regards,
Customer Service",
insurance-email-146,Complaint about claim handling,"Hello, I am frustrated because every time I call about claim CLM-470833 I get a different answer. This has been very poor service and I need someone to sort it out now.",other,complaint,high,,CLM-470833,escalate_to_human,Complaint about claim handling requires human review; contested service issue and no safe automated resolution.,,"Customer is ફરિયાદ/complaining about inconsistent answers on claim CLM-470833 and requests intervention. Please review claim handling history, contact notes, and service interactions, then respond directly."
insurance-email-147,Home policy for holiday let,"Dear support, I may start renting my house as a holiday let for short periods. Does my home insurance allow that? Policy HMO-240761. Please let me know.",home,policy_information,medium,HMO-240761,,reply_to_client,Policy record found and the customer is asking a straightforward coverage question that can be answered from the available policy details.,"Dear Customer,

Thank you for your email regarding policy HMO-240761.

We can confirm that this is an active home policy with standard cover. However, the policy record available here does not state whether short-term holiday letting is allowed.

If you are planning to rent out your home as a holiday let, please have the arrangement reviewed to confirm whether any cover changes or additional terms are needed.

Kind regards,
Customer Support",
insurance-email-148,Auto claim estimate request,"Hi, I want to know if I can get an estimate before opening a full claim for the damage to my bumper. Policy AUT-879160. It is only a small scrape.",auto,claim_opening,medium,AUT-879160,,reply_to_client,"Policy was found and is active; the customer is asking a general estimate/process question, which can be answered without claim details.","Hello,

Thank you for reaching out. I can confirm your auto policy is active. For damage such as a bumper scrape, you may contact us to start the claim process and request an estimate review.

If you would like to move forward, please reply with a brief description of the damage and any photos you may have available. We can then help you with the next steps.

Best regards,
Customer Service",
insurance-email-149,Travel policy question about spouse,"Hello, my wife will join my trip later than me. Is she still covered under my travel policy if she arrives separately? Policy TRV-308452.",travel,policy_information,medium,TRV-308452,,escalate_to_human,Policy was found but is cancelled and inactive; spouse coverage question requires human review against policy wording and any cancellation implications.,,"Customer asks whether their spouse is covered under travel policy TRV-308452 when arriving separately. The policy is cancelled/inactive, so a human should verify the policy wording and whether any coverage could apply despite cancellation before responding."
insurance-email-150,Need confirmation of home cover,"Dear insurance team, I just want written confirmation that my home insurance is active and up to date. Policy HMO-619874. Please send a brief confirmation by email.",home,document_request,medium,HMO-619874,,reply_to_client,Policy record found and the status is clear enough to answer the confirmation request safely.,"Dear Customer,

Thank you for your email. I checked policy HMO-619874, and it is currently expired. Because of this, I can’t confirm that the home insurance is active and up to date.

If you would like, please contact us to discuss your options for renewing or updating the policy.

Kind regards,
Insurance Team",
